year,month,state,city,crime_type,incidents,population
2018,2,West Bengal,Durgapur,Homicide,72,401516
2018,2,West Bengal,Durgapur,Robbery,11,369600
2018,9,West Bengal,Durgapur,Assault,8,351815
2018,9,West Bengal,Durgapur,Fraud,14,975645
2018,9,West Bengal,Durgapur,Theft,4,1416792
2018,10,West Bengal,Durgapur,Cyber Crime,23,465047
2018,10,West Bengal,Durgapur,Robbery,12,125731
2018,10,West Bengal,Durgapur,Theft,17,631134
2018,11,West Bengal,Durgapur,Assault,61,836093
2018,11,West Bengal,Durgapur,Homicide,41,675267
2018,11,West Bengal,Durgapur,Kidnapping,38,199611
2018,12,West Bengal,Durgapur,Cyber Crime,12,1119552
2018,12,West Bengal,Durgapur,Kidnapping,64,717651
2018,12,West Bengal,Durgapur,Robbery,43,690048
2018,1,West Bengal,Howrah,Assault,64,937749
2018,1,West Bengal,Howrah,Homicide,27,868590
2018,1,West Bengal,Howrah,Theft,2,948767
2018,2,West Bengal,Howrah,Burglary,28,582767
2018,2,West Bengal,Howrah,Kidnapping,63,204490
2018,2,West Bengal,Howrah,Robbery,13,224666
2018,4,West Bengal,Howrah,Homicide,21,552430
2018,4,West Bengal,Howrah,Robbery,43,925674
2018,4,West Bengal,Howrah,Theft,60,262135
2018,7,West Bengal,Howrah,Fraud,50,1097684
2018,7,West Bengal,Howrah,Robbery,39,511086
2018,7,West Bengal,Howrah,Theft,52,799720
2018,9,West Bengal,Howrah,Cyber Crime,81,792744
2018,9,West Bengal,Howrah,Fraud,49,1002028
2018,9,West Bengal,Howrah,Theft,16,112331
2018,11,West Bengal,Howrah,Burglary,12,552670
2018,11,West Bengal,Howrah,Cyber Crime,7,1494012
2018,11,West Bengal,Howrah,Fraud,49,174510
2018,2,West Bengal,Kolkata,Fraud,14,798798
2018,2,West Bengal,Kolkata,Kidnapping,52,988419
2018,2,West Bengal,Kolkata,Robbery,48,1215479
2018,5,West Bengal,Kolkata,Cyber Crime,53,582105
2018,5,West Bengal,Kolkata,Homicide,16,580926
2018,5,West Bengal,Kolkata,Robbery,55,1306111
2018,6,West Bengal,Kolkata,Kidnapping,20,213156
2018,6,West Bengal,Kolkata,Robbery,58,956791
2018,6,West Bengal,Kolkata,Theft,86,706663
2018,7,West Bengal,Kolkata,Assault,12,1156073
2018,7,West Bengal,Kolkata,Fraud,52,1072084
2018,7,West Bengal,Kolkata,Robbery,35,1204483
2018,9,West Bengal,Kolkata,Assault,25,243093
2018,9,West Bengal,Kolkata,Cyber Crime,33,1059859
2018,9,West Bengal,Kolkata,Kidnapping,16,698642
2018,10,West Bengal,Kolkata,Assault,48,616130
2018,10,West Bengal,Kolkata,Cyber Crime,38,1379868
2018,10,West Bengal,Kolkata,Kidnapping,16,1303128
2019,1,Delhi,Dwarka,Burglary,41,586201
2019,1,Delhi,Dwarka,Fraud,30,1210670
2019,1,Delhi,Dwarka,Robbery,21,1115869
2019,2,Delhi,Dwarka,Cyber Crime,30,105831
2019,2,Delhi,Dwarka,Fraud,41,130396
2019,2,Delhi,Dwarka,Homicide,56,1066556
2019,3,Delhi,Dwarka,Assault,29,1468644
2019,3,Delhi,Dwarka,Burglary,49,1069722
2019,3,Delhi,Dwarka,Kidnapping,6,1273338
2019,5,Delhi,Dwarka,Fraud,6,905580
2019,5,Delhi,Dwarka,Homicide,51,824889
2019,5,Delhi,Dwarka,Theft,12,420593
2019,6,Delhi,Dwarka,Assault,28,972053
2019,6,Delhi,Dwarka,Robbery,56,434345
2019,6,Delhi,Dwarka,Theft,35,950113
2019,7,Delhi,Dwarka,Cyber Crime,42,988003
2019,7,Delhi,Dwarka,Fraud,42,1070951
2019,7,Delhi,Dwarka,Robbery,68,1219416
2019,2,Delhi,New Delhi,Burglary,39,1472529
2019,2,Delhi,New Delhi,Homicide,34,1131355
2019,2,Delhi,New Delhi,Robbery,36,1007896
2019,4,Delhi,New Delhi,Burglary,30,363576
2019,4,Delhi,New Delhi,Fraud,59,1114076
2019,4,Delhi,New Delhi,Theft,32,1133241
2019,5,Delhi,New Delhi,Burglary,18,845611
2019,5,Delhi,New Delhi,Homicide,24,569109
2019,5,Delhi,New Delhi,Kidnapping,54,953544
2019,6,Delhi,New Delhi,Assault,14,262971
2019,6,Delhi,New Delhi,Burglary,34,991356
2019,6,Delhi,New Delhi,Theft,64,741692
2019,7,Delhi,New Delhi,Fraud,43,997166
2019,7,Delhi,New Delhi,Robbery,53,913963
2019,7,Delhi,New Delhi,Theft,48,1166960
2019,11,Delhi,New Delhi,Cyber Crime,34,1376035
2019,11,Delhi,New Delhi,Kidnapping,15,1141611
2019,11,Delhi,New Delhi,Theft,25,752812
2019,3,Delhi,Rohini,Burglary,59,138630
2019,3,Delhi,Rohini,Homicide,28,149329
2019,3,Delhi,Rohini,Theft,17,735581
2019,4,Delhi,Rohini,Burglary,9,1354357
2019,4,Delhi,Rohini,Kidnapping,34,519412
2019,4,Delhi,Rohini,Robbery,8,549797
2019,5,Delhi,Rohini,Fraud,26,832132
2019,5,Delhi,Rohini,Homicide,24,613574
2019,5,Delhi,Rohini,Theft,10,822389
2019,6,Delhi,Rohini,Fraud,55,950963
2019,6,Delhi,Rohini,Robbery,24,1274629
2019,6,Delhi,Rohini,Theft,14,1065481
2019,7,Delhi,Rohini,Homicide,54,1322602
2019,7,Delhi,Rohini,Kidnapping,26,1137764
2019,7,Delhi,Rohini,Robbery,26,1090206
2019,9,Delhi,Rohini,Assault,60,1121618
2019,9,Delhi,Rohini,Homicide,4,1197064
2019,9,Delhi,Rohini,Robbery,12,1398993
2019,1,Gujarat,Ahmedabad,Assault,17,272503
2019,1,Gujarat,Ahmedabad,Burglary,22,1264334
2019,1,Gujarat,Ahmedabad,Robbery,46,1148902
2019,3,Gujarat,Ahmedabad,Burglary,4,935071
2019,3,Gujarat,Ahmedabad,Homicide,10,1358255
2019,3,Gujarat,Ahmedabad,Kidnapping,40,492259
2019,4,Gujarat,Ahmedabad,Fraud,47,342274
2019,4,Gujarat,Ahmedabad,Kidnapping,6,692854
2019,4,Gujarat,Ahmedabad,Robbery,48,1489548
2019,5,Gujarat,Ahmedabad,Cyber Crime,26,1466422
2019,5,Gujarat,Ahmedabad,Homicide,48,1128902
2019,5,Gujarat,Ahmedabad,Robbery,49,701170
2019,7,Gujarat,Ahmedabad,Fraud,59,479143
2019,7,Gujarat,Ahmedabad,Robbery,58,959265
2019,7,Gujarat,Ahmedabad,Theft,59,1094980
2019,8,Gujarat,Ahmedabad,Assault,13,1440514
2019,8,Gujarat,Ahmedabad,Fraud,25,191108
2019,8,Gujarat,Ahmedabad,Theft,34,335127
2019,1,Gujarat,Surat,Cyber Crime,28,804715
2019,1,Gujarat,Surat,Fraud,15,1023306
2019,1,Gujarat,Surat,Kidnapping,19,350156
2019,2,Gujarat,Surat,Assault,10,801652
2019,2,Gujarat,Surat,Fraud,37,886330
2019,2,Gujarat,Surat,Kidnapping,47,834145
2019,6,Gujarat,Surat,Assault,6,1473965
2019,6,Gujarat,Surat,Cyber Crime,50,1162971
2019,6,Gujarat,Surat,Homicide,7,254634
2019,7,Gujarat,Surat,Fraud,14,160022
2019,7,Gujarat,Surat,Homicide,26,1222719
2019,7,Gujarat,Surat,Kidnapping,19,400400
2019,10,Gujarat,Surat,Assault,31,452620
2019,10,Gujarat,Surat,Fraud,35,1221903
2019,10,Gujarat,Surat,Kidnapping,43,493757
2019,12,Gujarat,Surat,Cyber Crime,21,782188
2019,12,Gujarat,Surat,Homicide,11,279612
2019,12,Gujarat,Surat,Robbery,48,1012241
2019,1,Gujarat,Vadodara,Homicide,19,278832
2019,1,Gujarat,Vadodara,Kidnapping,34,718521
2019,1,Gujarat,Vadodara,Theft,62,611044
2019,2,Gujarat,Vadodara,Burglary,57,783156
2019,2,Gujarat,Vadodara,Cyber Crime,31,686037
2019,2,Gujarat,Vadodara,Homicide,40,198850
2019,4,Gujarat,Vadodara,Assault,17,134856
2019,4,Gujarat,Vadodara,Homicide,63,1285547
2019,4,Gujarat,Vadodara,Kidnapping,69,159596
2019,7,Gujarat,Vadodara,Cyber Crime,34,1445101
2019,7,Gujarat,Vadodara,Kidnapping,55,768542
2019,7,Gujarat,Vadodara,Theft,26,1092748
2019,9,Gujarat,Vadodara,Burglary,50,1266401
2019,9,Gujarat,Vadodara,Cyber Crime,25,385767
2019,9,Gujarat,Vadodara,Theft,51,821646
2019,11,Gujarat,Vadodara,Homicide,45,1326572
2019,11,Gujarat,Vadodara,Kidnapping,22,737367
2019,11,Gujarat,Vadodara,Theft,49,1320678
2019,1,Karnataka,Bengaluru,Assault,12,214483
2019,1,Karnataka,Bengaluru,Homicide,36,850668
2019,1,Karnataka,Bengaluru,Kidnapping,36,1172638
2019,6,Karnataka,Bengaluru,Cyber Crime,10,1327416
2019,6,Karnataka,Bengaluru,Fraud,54,305522
2019,6,Karnataka,Bengaluru,Robbery,20,520542
2019,8,Karnataka,Bengaluru,Cyber Crime,37,680488
2019,8,Karnataka,Bengaluru,Homicide,15,1151068
2019,8,Karnataka,Bengaluru,Kidnapping,34,330822
2019,9,Karnataka,Bengaluru,Cyber Crime,42,516595
2019,9,Karnataka,Bengaluru,Fraud,37,464271
2019,9,Karnataka,Bengaluru,Robbery,6,1117555
2019,10,Karnataka,Bengaluru,Homicide,20,273070
2019,10,Karnataka,Bengaluru,Kidnapping,45,707661
2019,10,Karnataka,Bengaluru,Theft,33,180513
2019,11,Karnataka,Bengaluru,Fraud,22,1417924
2019,11,Karnataka,Bengaluru,Robbery,41,322553
2019,11,Karnataka,Bengaluru,Theft,50,728171
2019,3,Karnataka,Mangaluru,Cyber Crime,41,801125
2019,3,Karnataka,Mangaluru,Fraud,9,244228
2019,3,Karnataka,Mangaluru,Kidnapping,28,967488
2019,4,Karnataka,Mangaluru,Assault,37,879992
2019,4,Karnataka,Mangaluru,Burglary,5,1340078
2019,4,Karnataka,Mangaluru,Kidnapping,44,741342
2019,6,Karnataka,Mangaluru,Cyber Crime,14,362676
2019,6,Karnataka,Mangaluru,Kidnapping,51,905466
2019,6,Karnataka,Mangaluru,Theft,56,1385448
2019,9,Karnataka,Mangaluru,Assault,7,1296941
2019,9,Karnataka,Mangaluru,Fraud,59,106113
2019,9,Karnataka,Mangaluru,Homicide,31,1274900
2019,10,Karnataka,Mangaluru,Burglary,9,946608
2019,10,Karnataka,Mangaluru,Cyber Crime,7,967172
2019,10,Karnataka,Mangaluru,Kidnapping,53,1475206
2019,12,Karnataka,Mangaluru,Assault,15,825308
2019,12,Karnataka,Mangaluru,Homicide,64,223862
2019,12,Karnataka,Mangaluru,Robbery,18,446486
2019,2,Karnataka,Mysuru,Burglary,48,1094297
2019,2,Karnataka,Mysuru,Fraud,60,128824
2019,2,Karnataka,Mysuru,Homicide,74,1428607
2019,5,Karnataka,Mysuru,Cyber Crime,43,401085
2019,5,Karnataka,Mysuru,Kidnapping,58,1111464
2019,5,Karnataka,Mysuru,Theft,6,220743
2019,7,Karnataka,Mysuru,Cyber Crime,26,241734
2019,7,Karnataka,Mysuru,Fraud,41,513396
2019,7,Karnataka,Mysuru,Theft,72,330866
2019,8,Karnataka,Mysuru,Burglary,35,374887
2019,8,Karnataka,Mysuru,Cyber Crime,35,1032902
2019,8,Karnataka,Mysuru,Theft,51,156569
2019,11,Karnataka,Mysuru,Cyber Crime,51,804556
2019,11,Karnataka,Mysuru,Fraud,23,825347
2019,11,Karnataka,Mysuru,Robbery,16,895773
2019,12,Karnataka,Mysuru,Assault,42,396586
2019,12,Karnataka,Mysuru,Homicide,28,325410
2019,12,Karnataka,Mysuru,Robbery,47,318987
2019,4,Kerala,Kochi,Assault,33,243949
2019,4,Kerala,Kochi,Burglary,81,1009076
2019,4,Kerala,Kochi,Robbery,9,1171359
2019,5,Kerala,Kochi,Assault,9,533405
2019,5,Kerala,Kochi,Kidnapping,10,829438
2019,5,Kerala,Kochi,Theft,7,343101
2019,8,Kerala,Kochi,Cyber Crime,69,974842
2019,8,Kerala,Kochi,Homicide,11,1217347
2019,8,Kerala,Kochi,Theft,13,1320560
2019,9,Kerala,Kochi,Assault,70,233819
2019,9,Kerala,Kochi,Cyber Crime,64,1431090
2019,9,Kerala,Kochi,Theft,39,954279
2019,10,Kerala,Kochi,Cyber Crime,20,180304
2019,10,Kerala,Kochi,Fraud,7,515464
2019,10,Kerala,Kochi,Kidnapping,54,1243952
2019,11,Kerala,Kochi,Burglary,20,242953
2019,11,Kerala,Kochi,Homicide,17,690941
2019,11,Kerala,Kochi,Kidnapping,72,1297721
2019,2,Kerala,Kozhikode,Assault,5,1218882
2019,2,Kerala,Kozhikode,Fraud,50,575562
2019,2,Kerala,Kozhikode,Theft,39,1284838
2019,3,Kerala,Kozhikode,Assault,11,427033
2019,3,Kerala,Kozhikode,Cyber Crime,54,1385943
2019,3,Kerala,Kozhikode,Kidnapping,59,533149
2019,4,Kerala,Kozhikode,Assault,12,569751
2019,4,Kerala,Kozhikode,Fraud,48,823207
2019,4,Kerala,Kozhikode,Robbery,40,1278514
2019,8,Kerala,Kozhikode,Burglary,54,1272420
2019,8,Kerala,Kozhikode,Robbery,34,167891
2019,8,Kerala,Kozhikode,Theft,21,366766
2019,9,Kerala,Kozhikode,Fraud,9,106309
2019,9,Kerala,Kozhikode,Kidnapping,20,1164704
2019,9,Kerala,Kozhikode,Robbery,48,218043
2019,11,Kerala,Kozhikode,Kidnapping,49,1215091
2019,11,Kerala,Kozhikode,Robbery,45,1016053
2019,11,Kerala,Kozhikode,Theft,51,848584
2019,2,Kerala,Thiruvananthapuram,Fraud,6,160144
2019,2,Kerala,Thiruvananthapuram,Homicide,62,1077942
2019,2,Kerala,Thiruvananthapuram,Robbery,23,1331406
2019,3,Kerala,Thiruvananthapuram,Fraud,34,610542
2019,3,Kerala,Thiruvananthapuram,Homicide,55,279231
2019,3,Kerala,Thiruvananthapuram,Robbery,49,1465758
2019,5,Kerala,Thiruvananthapuram,Fraud,50,1490389
2019,5,Kerala,Thiruvananthapuram,Homicide,50,1336975
2019,5,Kerala,Thiruvananthapuram,Theft,7,1158261
2019,6,Kerala,Thiruvananthapuram,Burglary,64,1036228
2019,6,Kerala,Thiruvananthapuram,Cyber Crime,60,817172
2019,6,Kerala,Thiruvananthapuram,Homicide,34,1444718
2019,8,Kerala,Thiruvananthapuram,Assault,37,552715
2019,8,Kerala,Thiruvananthapuram,Kidnapping,48,573325
2019,8,Kerala,Thiruvananthapuram,Theft,75,1296015
2019,12,Kerala,Thiruvananthapuram,Burglary,27,1043637
2019,12,Kerala,Thiruvananthapuram,Cyber Crime,73,360783
2019,12,Kerala,Thiruvananthapuram,Homicide,29,1147751
2019,2,Maharashtra,Mumbai,Homicide,26,987744
2019,2,Maharashtra,Mumbai,Kidnapping,13,1300847
2019,2,Maharashtra,Mumbai,Theft,43,357789
2019,3,Maharashtra,Mumbai,Assault,19,1259277
2019,3,Maharashtra,Mumbai,Cyber Crime,16,930621
2019,3,Maharashtra,Mumbai,Fraud,31,476126
2019,5,Maharashtra,Mumbai,Assault,46,173690
2019,5,Maharashtra,Mumbai,Homicide,73,862733
2019,5,Maharashtra,Mumbai,Theft,31,1307859
2019,8,Maharashtra,Mumbai,Assault,7,869928
2019,8,Maharashtra,Mumbai,Burglary,34,792816
2019,8,Maharashtra,Mumbai,Homicide,62,1476360
2019,10,Maharashtra,Mumbai,Fraud,23,1184188
2019,10,Maharashtra,Mumbai,Homicide,43,429874
2019,10,Maharashtra,Mumbai,Kidnapping,54,503260
2019,12,Maharashtra,Mumbai,Burglary,21,1198540
2019,12,Maharashtra,Mumbai,Kidnapping,15,610478
2019,12,Maharashtra,Mumbai,Robbery,17,537101
2019,1,Maharashtra,Nashik,Assault,33,172300
2019,1,Maharashtra,Nashik,Homicide,52,1155567
2019,1,Maharashtra,Nashik,Kidnapping,42,1021269
2019,3,Maharashtra,Nashik,Burglary,29,206528
2019,3,Maharashtra,Nashik,Cyber Crime,57,636817
2019,3,Maharashtra,Nashik,Fraud,7,205087
2019,5,Maharashtra,Nashik,Assault,5,717029
2019,5,Maharashtra,Nashik,Homicide,13,1025473
2019,5,Maharashtra,Nashik,Theft,64,535885
2019,6,Maharashtra,Nashik,Cyber Crime,34,871941
2019,6,Maharashtra,Nashik,Kidnapping,59,393516
2019,6,Maharashtra,Nashik,Theft,65,1324905
2019,9,Maharashtra,Nashik,Assault,5,846040
2019,9,Maharashtra,Nashik,Cyber Crime,52,1146932
2019,9,Maharashtra,Nashik,Theft,61,348867
2019,11,Maharashtra,Nashik,Assault,28,755268
2019,11,Maharashtra,Nashik,Kidnapping,50,582561
2019,11,Maharashtra,Nashik,Robbery,62,479967
2019,1,Maharashtra,Pune,Kidnapping,68,789088
2019,1,Maharashtra,Pune,Robbery,31,567551
2019,1,Maharashtra,Pune,Theft,34,598046
2019,3,Maharashtra,Pune,Homicide,22,392514
2019,3,Maharashtra,Pune,Kidnapping,45,396704
2019,3,Maharashtra,Pune,Theft,55,1312552
2019,4,Maharashtra,Pune,Assault,35,156140
2019,4,Maharashtra,Pune,Cyber Crime,1,396636
2019,4,Maharashtra,Pune,Kidnapping,41,1052456
2019,6,Maharashtra,Pune,Cyber Crime,58,304819
2019,6,Maharashtra,Pune,Fraud,4,1224241
2019,6,Maharashtra,Pune,Theft,31,1318846
2019,8,Maharashtra,Pune,Burglary,12,910623
2019,8,Maharashtra,Pune,Cyber Crime,62,1092324
2019,8,Maharashtra,Pune,Fraud,29,1470916
2019,9,Maharashtra,Pune,Assault,13,1220934
2019,9,Maharashtra,Pune,Burglary,53,1002643
2019,9,Maharashtra,Pune,Cyber Crime,32,1158436
2019,4,Rajasthan,Jaipur,Cyber Crime,61,323353
2019,4,Rajasthan,Jaipur,Fraud,48,1473412
2019,4,Rajasthan,Jaipur,Theft,52,1372143
2019,5,Rajasthan,Jaipur,Homicide,20,280042
2019,5,Rajasthan,Jaipur,Robbery,7,1295613
2019,5,Rajasthan,Jaipur,Theft,27,1036289
2019,6,Rajasthan,Jaipur,Burglary,71,458078
2019,6,Rajasthan,Jaipur,Fraud,23,172041
2019,6,Rajasthan,Jaipur,Theft,63,736596
2019,7,Rajasthan,Jaipur,Assault,5,487399
2019,7,Rajasthan,Jaipur,Fraud,16,1458797
2019,7,Rajasthan,Jaipur,Kidnapping,20,384042
2019,8,Rajasthan,Jaipur,Burglary,21,1050534
2019,8,Rajasthan,Jaipur,Cyber Crime,66,557279
2019,8,Rajasthan,Jaipur,Robbery,44,1085556
2019,12,Rajasthan,Jaipur,Fraud,19,643958
2019,12,Rajasthan,Jaipur,Homicide,56,1049870
2019,12,Rajasthan,Jaipur,Theft,61,540498
2019,2,Rajasthan,Jodhpur,Cyber Crime,45,110334
2019,2,Rajasthan,Jodhpur,Fraud,16,389738
2019,2,Rajasthan,Jodhpur,Homicide,53,199678
2019,3,Rajasthan,Jodhpur,Assault,7,534573
2019,3,Rajasthan,Jodhpur,Kidnapping,22,499878
2019,3,Rajasthan,Jodhpur,Robbery,31,1299105
2019,5,Rajasthan,Jodhpur,Cyber Crime,9,1489580
2019,5,Rajasthan,Jodhpur,Homicide,33,234931
2019,5,Rajasthan,Jodhpur,Robbery,61,1338648
2019,9,Rajasthan,Jodhpur,Assault,46,293383
2019,9,Rajasthan,Jodhpur,Homicide,61,321264
2019,9,Rajasthan,Jodhpur,Kidnapping,25,977529
2019,10,Rajasthan,Jodhpur,Assault,56,163869
2019,10,Rajasthan,Jodhpur,Burglary,27,657896
2019,10,Rajasthan,Jodhpur,Fraud,48,130767
2019,12,Rajasthan,Jodhpur,Burglary,24,313555
2019,12,Rajasthan,Jodhpur,Fraud,18,1153031
2019,12,Rajasthan,Jodhpur,Robbery,55,390126
2019,2,Rajasthan,Udaipur,Homicide,21,122371
2019,2,Rajasthan,Udaipur,Kidnapping,24,1071160
2019,2,Rajasthan,Udaipur,Theft,34,1283259
2019,3,Rajasthan,Udaipur,Cyber Crime,29,865118
2019,3,Rajasthan,Udaipur,Kidnapping,43,749058
2019,3,Rajasthan,Udaipur,Robbery,27,1368395
2019,7,Rajasthan,Udaipur,Assault,49,1473273
2019,7,Rajasthan,Udaipur,Homicide,5,1036317
2019,7,Rajasthan,Udaipur,Theft,38,716574
2019,10,Rajasthan,Udaipur,Burglary,8,436328
2019,10,Rajasthan,Udaipur,Cyber Crime,25,814284
2019,10,Rajasthan,Udaipur,Robbery,60,1110114
2019,11,Rajasthan,Udaipur,Assault,33,469143
2019,11,Rajasthan,Udaipur,Burglary,30,941012
2019,11,Rajasthan,Udaipur,Fraud,12,706133
2019,12,Rajasthan,Udaipur,Cyber Crime,31,1363992
2019,12,Rajasthan,Udaipur,Homicide,37,997003
2019,12,Rajasthan,Udaipur,Theft,21,636926
2019,1,Tamil Nadu,Coimbatore,Cyber Crime,63,1457026
2019,1,Tamil Nadu,Coimbatore,Homicide,61,543436
2019,1,Tamil Nadu,Coimbatore,Theft,56,366689
2019,4,Tamil Nadu,Coimbatore,Burglary,38,921187
2019,4,Tamil Nadu,Coimbatore,Kidnapping,33,1135603
2019,4,Tamil Nadu,Coimbatore,Theft,29,925966
2019,5,Tamil Nadu,Coimbatore,Homicide,17,984359
2019,5,Tamil Nadu,Coimbatore,Kidnapping,52,1431544
2019,5,Tamil Nadu,Coimbatore,Robbery,59,1062989
2019,8,Tamil Nadu,Coimbatore,Assault,65,1355558
2019,8,Tamil Nadu,Coimbatore,Burglary,52,952009
2019,8,Tamil Nadu,Coimbatore,Kidnapping,62,1289898
2019,9,Tamil Nadu,Coimbatore,Assault,55,426287
2019,9,Tamil Nadu,Coimbatore,Kidnapping,18,1485804
2019,9,Tamil Nadu,Coimbatore,Theft,34,411065
2019,10,Tamil Nadu,Coimbatore,Assault,60,1166796
2019,10,Tamil Nadu,Coimbatore,Cyber Crime,29,803486
2019,10,Tamil Nadu,Coimbatore,Theft,23,413809
2019,4,Tamil Nadu,Madurai,Assault,64,1140378
2019,4,Tamil Nadu,Madurai,Fraud,55,409421
2019,4,Tamil Nadu,Madurai,Homicide,46,797104
2019,5,Tamil Nadu,Madurai,Burglary,22,152771
2019,5,Tamil Nadu,Madurai,Robbery,69,1265845
2019,5,Tamil Nadu,Madurai,Theft,62,1192685
2019,8,Tamil Nadu,Madurai,Cyber Crime,49,781222
2019,8,Tamil Nadu,Madurai,Fraud,39,350885
2019,8,Tamil Nadu,Madurai,Homicide,17,396633
2019,9,Tamil Nadu,Madurai,Cyber Crime,17,1424257
2019,9,Tamil Nadu,Madurai,Kidnapping,34,731105
2019,9,Tamil Nadu,Madurai,Theft,54,1132150
2019,10,Tamil Nadu,Madurai,Cyber Crime,61,367298
2019,10,Tamil Nadu,Madurai,Kidnapping,36,291491
2019,10,Tamil Nadu,Madurai,Theft,69,139291
2019,12,Tamil Nadu,Madurai,Burglary,47,987576
2019,12,Tamil Nadu,Madurai,Fraud,37,264983
2019,12,Tamil Nadu,Madurai,Theft,15,1341990
2019,2,Tamil Nadu,Tiruchirappalli,Burglary,44,1011082
2019,2,Tamil Nadu,Tiruchirappalli,Homicide,8,1028669
2019,2,Tamil Nadu,Tiruchirappalli,Theft,46,1434771
2019,3,Tamil Nadu,Tiruchirappalli,Burglary,68,905431
2019,3,Tamil Nadu,Tiruchirappalli,Homicide,32,920946
2019,3,Tamil Nadu,Tiruchirappalli,Kidnapping,74,1069721
2019,5,Tamil Nadu,Tiruchirappalli,Fraud,36,1168511
2019,5,Tamil Nadu,Tiruchirappalli,Homicide,48,495383
2019,5,Tamil Nadu,Tiruchirappalli,Kidnapping,11,776559
2019,6,Tamil Nadu,Tiruchirappalli,Assault,14,1078278
2019,6,Tamil Nadu,Tiruchirappalli,Burglary,63,360226
2019,6,Tamil Nadu,Tiruchirappalli,Theft,38,549548
2019,7,Tamil Nadu,Tiruchirappalli,Assault,86,655391
2019,7,Tamil Nadu,Tiruchirappalli,Cyber Crime,25,647576
2019,7,Tamil Nadu,Tiruchirappalli,Kidnapping,10,830916
2019,8,Tamil Nadu,Tiruchirappalli,Cyber Crime,40,958349
2019,8,Tamil Nadu,Tiruchirappalli,Fraud,7,1264062
2019,8,Tamil Nadu,Tiruchirappalli,Theft,10,118058
2019,2,Telangana,Hyderabad,Burglary,63,161872
2019,2,Telangana,Hyderabad,Fraud,42,1266414
2019,2,Telangana,Hyderabad,Robbery,44,869480
2019,3,Telangana,Hyderabad,Cyber Crime,35,1075148
2019,3,Telangana,Hyderabad,Kidnapping,50,1450139
2019,3,Telangana,Hyderabad,Theft,73,1248470
2019,4,Telangana,Hyderabad,Homicide,44,1485336
2019,4,Telangana,Hyderabad,Kidnapping,7,1482159
2019,4,Telangana,Hyderabad,Robbery,47,898739
2019,5,Telangana,Hyderabad,Kidnapping,2,267227
2019,5,Telangana,Hyderabad,Robbery,62,500380
2019,5,Telangana,Hyderabad,Theft,10,1355091
2019,8,Telangana,Hyderabad,Fraud,41,399032
2019,8,Telangana,Hyderabad,Kidnapping,32,1130487
2019,8,Telangana,Hyderabad,Robbery,10,1343750
2019,10,Telangana,Hyderabad,Burglary,46,504475
2019,10,Telangana,Hyderabad,Robbery,6,593857
2019,10,Telangana,Hyderabad,Theft,39,567447
2019,3,Telangana,Karimnagar,Assault,50,809113
2019,3,Telangana,Karimnagar,Burglary,47,832564
2019,3,Telangana,Karimnagar,Kidnapping,46,910140
2019,6,Telangana,Karimnagar,Burglary,60,536201
2019,6,Telangana,Karimnagar,Cyber Crime,50,1322595
2019,6,Telangana,Karimnagar,Theft,46,158800
2019,7,Telangana,Karimnagar,Cyber Crime,44,762722
2019,7,Telangana,Karimnagar,Fraud,13,1206908
2019,7,Telangana,Karimnagar,Kidnapping,42,747420
2019,8,Telangana,Karimnagar,Burglary,61,927210
2019,8,Telangana,Karimnagar,Kidnapping,60,381399
2019,8,Telangana,Karimnagar,Robbery,56,836828
2019,10,Telangana,Karimnagar,Assault,55,1089833
2019,10,Telangana,Karimnagar,Burglary,26,476098
2019,10,Telangana,Karimnagar,Theft,71,320767
2019,12,Telangana,Karimnagar,Burglary,64,1415642
2019,12,Telangana,Karimnagar,Homicide,23,781546
2019,12,Telangana,Karimnagar,Kidnapping,3,1354408
2019,3,Telangana,Warangal,Burglary,29,163233
2019,3,Telangana,Warangal,Cyber Crime,69,1096153
2019,3,Telangana,Warangal,Homicide,31,1451495
2019,5,Telangana,Warangal,Cyber Crime,50,384416
2019,5,Telangana,Warangal,Robbery,10,159548
2019,5,Telangana,Warangal,Theft,34,677895
2019,6,Telangana,Warangal,Burglary,17,744187
2019,6,Telangana,Warangal,Robbery,34,524696
2019,6,Telangana,Warangal,Theft,12,1263889
2019,7,Telangana,Warangal,Assault,14,699086
2019,7,Telangana,Warangal,Homicide,6,1418150
2019,7,Telangana,Warangal,Robbery,67,1034094
2019,9,Telangana,Warangal,Assault,57,358520
2019,9,Telangana,Warangal,Fraud,28,945126
2019,9,Telangana,Warangal,Robbery,8,1223640
2019,11,Telangana,Warangal,Assault,30,1231534
2019,11,Telangana,Warangal,Robbery,35,1197277
2019,11,Telangana,Warangal,Theft,9,1371207
2019,1,Uttar Pradesh,Kanpur,Assault,52,1404778
2019,1,Uttar Pradesh,Kanpur,Homicide,33,879866
2019,1,Uttar Pradesh,Kanpur,Theft,33,1016783
2019,2,Uttar Pradesh,Kanpur,Assault,33,1185416
2019,2,Uttar Pradesh,Kanpur,Burglary,30,1008765
2019,2,Uttar Pradesh,Kanpur,Homicide,43,1377101
2019,3,Uttar Pradesh,Kanpur,Burglary,50,936100
2019,3,Uttar Pradesh,Kanpur,Kidnapping,46,1287101
2019,3,Uttar Pradesh,Kanpur,Robbery,28,527941
2019,7,Uttar Pradesh,Kanpur,Burglary,54,202539
